instituteDesc,occupancy,occupancyDate,occupancyAvg,occupancyAvgLastYear,gOccupancy,gOccupancyAvg,gOccupancyAvgLastYear
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
רבין ק. בילינסון,120.3,2022-04-27T00:00:00.000Z,120.3,101.3,100.2,100.2,91.5
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,150.8,176,142.7,129.8,126.7
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,146.5,176,142.7,129.4,129.1
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,143.6,176.8,142.7,129.5,131.6
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,140.9,178.5,142.7,130.6,135.3
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139.2,178.2,142.7,132.5,139.1
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,138,179.7,142.7,136.1,143.8
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,135.8,182.6,142.7,136.8,149
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
אסותא אשדוד,139,2022-04-27T00:00:00.000Z,139,184.7,142.7,142.7,152.9
